address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zipcode
Address: 1373 Fulton Street,1,1,775,8/27/2014,752000,37.776539,-122.439369,North Panhandle,4,Condominium,1900,94117
Address: 288 Parnassus Avenue,1.5,3,3740,8/27/2014,1288000,37.764562,-122.453997,Haight-Ashbury,15,Condominium,1913,94117
Address: 101 Upper Terrace,3,4,2206,8/27/2014,1750000,37.765055,-122.443506,Parnassus - Ashbury,13,MultiFamily2To4,1947,94117
Address: 367 17th Avenue,4,4,3293,8/28/2014,2165000,37.781153,-122.476545,Central Richmond,7,SingleFamily,1912,94121
Address: 300 Gold Mine Drive,3,5,2104,8/27/2014,1150000,37.740569,-122.438954,Diamond Heights,12,SingleFamily,1968,94131
Address: 101 Harrison Street #118,1,1,1043,8/26/2014,799000,37.78834,-122.3894,South Beach,4,Condominium,1996,94105
Address: 74 New Montgomery Street #802,2,2,1616,8/26/2014,2415500,37.787456,-122.401306,Yerba Buena,6,Condominium,1914,94105
Address: 226 Ritch Street #301,1.5,1,1080,8/26/2014,875000,37.780428,-122.396079,South of Market,3,Condominium,1996,94107
Address: 88 King Street #424,2,2,1140,8/26/2014,1125000,37.78063,-122.389635,South Beach,4,Condominium,2000,94107
Address: 1105 Naples Street,4,5,2250,3/30/2015,850000,37.71321,-122.436641,Crocker Amazon,9,MultiFamily2To4,1913,94112
Address: 314 Naglee Avenue,1,3,1214,8/26/2014,680000,37.714642,-122.449486,Outer Mission,5,SingleFamily,1945,94112
Address: 80 Benton Avenue,1,3,1107,8/26/2014,900000,37.732548,-122.425786,Bernal Heights,7,SingleFamily,1940,94112
Address: 335 Elizabeth Street,2,2,1346,8/26/2014,1575000,37.752209,-122.428192,Noe Valley,5,Condominium,1900,94114
Address: 2200 Pacific Avenue #7D,2,2,1850,8/26/2014,1700000,37.793994,-122.43182,Pacific Heights,2,Condominium,1962,94115
Address: 2634 40th Avenue,2,4,1514,8/26/2014,871000,37.73765,-122.497552,Outer Parkside,6,SingleFamily,1948,94116
Address: 456 Magellan Avenue,1,2,1700,8/26/2014,1350000,37.744562,-122.465264,Forest Hill,5,SingleFamily,1932,94116
Address: 770 48th Avenue,2,3,1065,8/26/2014,829000,37.773866,-122.508667,Outer Richmond,5,SingleFamily,1920,94121
Address: 2138 Beach Street,3.5,4,2340,8/26/2014,2650000,37.803899,-122.444324,Marina,10,Condominium,1938,94123
Address: 422 Peninsula Avenue,1,2,960,8/26/2014,630000,37.710359,-122.399825,Little Hollywood,5,SingleFamily,1929,94134
Address: 1301 Indiana Street #103,2.5,3,1560,8/25/2014,1130000,37.754439,-122.390812,Central Waterfront - Dogpatch,8,Condominium,2012,94107
Address: 71 Santa Ynez Avenue,1,2,1060,8/22/2014,730000,37.724152,-122.439929,Mission Terrace,5,SingleFamily,1919,94112
Address: 276 Foote Avenue,2,3,1125,8/22/2014,855000,37.715191,-122.447584,Outer Mission,5,SingleFamily,1939,94112
Address: 10 Fountain Street,1,2,747,8/22/2014,899000,37.750625,-122.441729,Noe Valley,4,Condominium,1926,94114
Address: 516 Church Street,2,3,1530,8/22/2014,1300000,37.762557,-122.42871,Eureka Valley - Dolores Heights - Castro,7,Condominium,1900,94114
Address: 86 Garden Street,2,2,1179,8/22/2014,900000,37.783755,-122.441062,Lower Pacific Heights,5,Condominium,2002,94115
Address: 2618 45th Avenue,3,5,2283,8/22/2014,1302000,37.737694,-122.502931,Outer Parkside,8,SingleFamily,1945,94116
Address: 438 Steiner Street,2,3,1794,8/22/2014,1270000,37.773224,-122.432299,Hayes Valley,7,Condominium,1890,94117
Address: 800 Anza Street,4,6,2100,8/22/2014,1758000,37.780205,-122.45524,Lone Mountain,10,MultiFamily2To4,1965,94118
Address: 2718 McAllister Street,3,4,2900,8/22/2014,2200000,37.775663,-122.456927,Lone Mountain,11,MultiFamily2To4,1915,94118
Address: 606 40th Avenue,2,2,1344,8/22/2014,968000,37.777228,-122.500415,Outer Richmond,8,SingleFamily,1926,94121
Address: 3332 Cabrillo Street,3,4,1696,8/22/2014,1250000,37.774207,-122.494607,Outer Richmond,7,SingleFamily,1924,94121
Address: 546 18th Avenue,2.5,4,2150,8/22/2014,1650000,37.777621,-122.476704,Central Richmond,9,SingleFamily,1916,94121
Address: 3725 Ortega Street,1,2,825,3/7/2016,898000,37.750924,-122.50361,Outer Parkside,4,SingleFamily,1942,94122
Address: 1843 43rd Avenue,1,3,1125,8/22/2014,880000,37.752261,-122.50246,Outer Sunset,5,SingleFamily,1948,94122
Address: 3218 Buchanan Street,3,3,2683,8/22/2014,3400000,37.799808,-122.432362,Cow Hollow,8,SingleFamily,1906,94123
Address: 25 Latona Street,2,3,1200,7/22/2015,842000,37.732035,-122.392228,Bayview,6,SingleFamily,1925,94124
Address: 882 Chenery Street,1,2,750,8/22/2014,1200000,37.735261,-122.436766,Glen Park,4,SingleFamily,1939,94131
Address: 1420 Douglass Street,2,3,1725,8/22/2014,2300000,37.745085,-122.438178,Diamond Heights,10,SingleFamily,1967,94131
Address: 383 Lombard Street #304,2,2,977,8/22/2014,1075000,37.803272,-122.407826,Telegraph Hill,4,Condominium,1977,94133
Address: 1057 Brussels Street,2,3,1857,8/22/2014,1008000,37.719343,-122.402046,Visitacion Valley,7,SingleFamily,1952,94134
Address: 338 Spear Street #5B,2,2,1324,8/21/2014,1300000,37.789533,-122.390371,South Beach,5,Condominium,2009,94105
Address: 425 1st Street #1002,2,2,1309,8/21/2014,1320000,37.786064,-122.392174,South Beach,4,Condominium,2008,94105
Address: 1945 Washington Street #408,2,2,917,8/21/2014,950000,37.792472,-122.425281,Pacific Heights,4,Condominium,1987,94109
Address: 101 Lombard Street #208W,2,3,1790,8/21/2014,1600000,37.80347,-122.40409,Telegraph Hill,6,Condominium,1983,94111
Address: 731 Naples Street,2,4,1529,8/21/2014,600000,37.717111,-122.43369,Excelsior,7,SingleFamily,1960,94112
Address: 261 Dorland Street,3.5,3,2298,8/21/2014,2475000,37.762042,-122.429755,Eureka Valley - Dolores Heights - Castro,7,Condominium,2011,94114
Address: 2914 Sacramento Street,4,5,3295,8/21/2014,3750000,37.789167,-122.441435,Pacific Heights,7,SingleFamily,1900,94115
Address: 1918 29th Avenue,2,3,1163,8/21/2014,950000,37.7515,-122.486696,Parkside,5,SingleFamily,1938,94116
Address: 1039 Santiago Street,3,4,1850,8/21/2014,1050000,37.744596,-122.478616,Parkside,5,SingleFamily,1926,94116
Address: 7 3rd Avenue #1,1,1,804,8/21/2014,660000,37.78708,-122.46168,Presidio Heights,3,Condominium,1913,94118
Address: 731 10th Avenue,3.5,4,2963,8/21/2014,2500000,37.774522,-122.46844,Inner Richmond,11,SingleFamily,1913,94118
Address: 106 Mallorca Way,2,2,1500,8/21/2014,1500000,37.801805,-122.43726,Marina,5,Condominium,1925,94123
Address: 1734 Lombard Street #6,3,3,1591,8/21/2014,1500000,37.800929,-122.430087,Marina,6,SingleFamily,2005,94123
Address: 2028 Leavenworth Street,1,2,1700,8/21/2014,2930000,37.799872,-122.417247,Russian Hill,13,Condominium,1910,94133
Address: 333 Madison Street,1,2,1025,8/21/2014,740000,37.72504,-122.421864,Portola,4,SingleFamily,1948,94134
Address: 68 Hancock Street #A,1,2,1329,8/20/2014,1255000,37.760455,-122.429742,Eureka Valley - Dolores Heights - Castro,5,Condominium,1926,94114
Address: 2425 Vicente Street,1,2,1166,8/20/2014,875000,37.738296,-122.493159,Parkside,5,SingleFamily,1949,94116
Address: 32 Clifford Terrace,2.5,3,1944,8/20/2014,2025000,37.76403,-122.443415,Parnassus - Ashbury,7,SingleFamily,1925,94117
Address: 1340 4th Avenue,3,4,2600,8/20/2014,2800000,37.763597,-122.460581,Inner Sunset,8,SingleFamily,1910,94122
Address: 2280 Bay Street,2,4,2938,8/20/2014,2450000,37.801815,-122.444568,Marina,8,SingleFamily,1936,94123
Address: 19 Kenwood Way,2,3,1300,8/20/2014,1000000,37.728518,-122.46055,Mount Davidson Manor,6,SingleFamily,1955,94127
Address: 175 Flood Avenue,2,3,1684,8/20/2014,1130000,37.729649,-122.443714,Sunnyside,7,SingleFamily,1924,94131
Address: 161 Masonic Avenue,2,2,1636,8/20/2014,1250000,37.780245,-122.447696,Lone Mountain,5,Condominium,1940,94118
Address: 310 Townsend Street #404,1,1,882,8/19/2014,875000,37.777012,-122.395737,South of Market,4,Condominium,2006,94107
Address: 900 Bush Street #221,2,2,928,8/19/2014,710000,37.789945,-122.412735,Downtown,5,Condominium,1981,94109
Address: 1238 Green Street,1.5,4,2016,8/19/2014,1810000,37.798362,-122.419527,Russian Hill,7,SingleFamily,1907,94109
Address: 960 Elizabeth Street,2.5,3,1755,8/19/2014,1850000,37.75187,-122.441896,Noe Valley,7,SingleFamily,1922,94114
Address: 2456 Great Highway,1,2,1075,8/19/2014,800000,37.740606,-122.506685,Outer Parkside,4,Condominium,1946,94116
Address: 2619 22nd Avenue,1,2,1285,8/19/2014,918000,37.73875,-122.478945,Parkside,5,SingleFamily,1931,94116
Address: 2125 Santiago Street,4,4,2200,8/19/2014,1275000,37.744049,-122.490228,Parkside,8,SingleFamily,1927,94116
Address: 1512 Willard Street,3,3,2100,8/19/2014,2665000,37.762498,-122.453685,Parnassus - Ashbury,9,SingleFamily,1913,94117
Address: 855 La Playa Street #166,2,2,1178,8/19/2014,600000,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,94121
Address: 427 25th Avenue #2,1,2,955,8/19/2014,708000,37.78145,-122.485183,Central Richmond,4,Condominium,1982,94121
Address: 1592 Underwood Avenue,1,2,1424,8/19/2014,805000,37.729896,-122.391511,Bayview,5,SingleFamily,1907,94124
Address: 650 Delancey Street #408,2,2,1456,8/18/2014,1485000,37.782775,-122.389686,South Beach,3,Condominium,1996,94107
Address: 460 Belvedere Street,2.25,3,2420,8/18/2014,2850000,37.764066,-122.447926,Parnassus - Ashbury,6,SingleFamily,1909,94117
Address: 827 Balboa Street,1,2,1275,8/18/2014,930000,37.77682,-122.467745,Inner Richmond,5,Condominium,1922,94118
Address: 77 Van Ness Avenue #805,1,1,948,8/15/2014,925000,37.776062,-122.419853,Van Ness - Civic Center,4,Condominium,2009,94102
Address: 67 Pearl Street,1,3,1183,8/15/2014,1070000,37.77029,-122.423813,Mission,5,Condominium,1908,94103
Address: 470 Kansas Street,1,2,1090,8/15/2014,830000,37.763914,-122.403766,Potrero Hill,5,Condominium,1885,94107
Address: 461 2nd Street #C216,1,1,949,8/15/2014,880000,37.783699,-122.39359,South Beach,4,Condominium,1907,94107
Address: 582 Wisconsin Street,2,2,1100,8/15/2014,1300000,37.760459,-122.399735,Potrero Hill,5,Condominium,1978,94107
Address: 650 Delancey Street #107,2,2,1554,8/15/2014,2050000,37.782776,-122.389687,South Beach,5,Condominium,1996,94107
Address: 725 Pine Street #101,1,1,531,8/15/2014,580000,37.791015,-122.407699,Downtown,2,Condominium,1920,94108
Address: 1080 Sutter Street #303,1,2,750,8/15/2014,246000,37.788066,-122.418065,Downtown,3,Condominium,2014,94109
Address: 1645 Pacific Avenue #5A,2,2,1003,8/15/2014,1228000,37.794658,-122.422325,Nob Hill,5,Condominium,2014,94109
Address: 1645 Pacific Avenue #3F,2,2,1509,8/15/2014,1750000,37.794658,-122.422325,Nob Hill,6,Condominium,2014,94109
Address: 126 Bernard Street,2,4,2200,8/15/2014,1975000,37.796378,-122.415668,Nob Hill,8,MultiFamily2To4,1932,94109
Address: 864 Peralta Avenue,2,4,1500,8/15/2014,950000,37.738662,-122.409162,Bernal Heights,6,SingleFamily,1975,94110
Address: 2966 21st Street,1,2,1149,8/15/2014,975000,37.757577,-122.413875,Mission,4,Condominium,1900,94110
Address: 135 Bennington Street,1,2,1125,8/15/2014,1097000,37.738634,-122.417605,Bernal Heights,5,SingleFamily,1924,94110
Address: 261 Ripley Street,1,2,880,8/15/2014,1120000,37.744603,-122.409413,Bernal Heights,5,SingleFamily,1910,94110
Address: 670 Lisbon Street,2,3,1321,8/15/2014,700000,37.717907,-122.437041,Excelsior,4,SingleFamily,1906,94112
Address: 412 Bosworth Street #A,4.5,4,3000,8/15/2014,1300000,37.733326,-122.430719,Bernal Heights,8,Condominium,2011,94112
Address: 3140 Clay Street #1,1,2,1062,8/15/2014,1083000,37.78964,-122.44484,Pacific Heights,4,Condominium,1927,94115
Address: 2232 Divisadero Street,2,3,1788,8/15/2014,1900000,37.79045,-122.440585,Pacific Heights,7,Condominium,1900,94115
Address: 1938 45th Avenue,2,3,1640,4/30/2015,1175000,37.750401,-122.503823,Outer Parkside,5,SingleFamily,1946,94116
Address: 2538 28th Avenue,3,5,2177,8/15/2014,1100000,37.740018,-122.484823,Parkside,9,SingleFamily,1906,94116
Address: 188 Beulah Street #1,2,2,1279,8/15/2014,1080000,37.767553,-122.452777,Haight-Ashbury,4,Condominium,2001,94117
Address: 216 Shrader Street,1,3,1750,8/15/2014,1149000,37.772786,-122.45249,North Panhandle,5,Condominium,1906,94117
Address: 616 Baker Street,2,3,1490,8/15/2014,1300000,37.776774,-122.441212,North Panhandle,5,SingleFamily,1910,94117
Address: 219 Lake Street,1.5,2,1446,8/15/2014,1300000,37.786549,-122.461945,Lake,6,Condominium,1908,94118
Address: 638 19th Avenue #12,2,3,1467,8/15/2014,1090000,37.762084,-122.389007,Central Waterfront - Dogpatch,5,Condominium,2007,94107
Address: 879 43rd Avenue,1,4,1800,8/15/2014,1200000,37.772112,-122.503833,Outer Richmond,7,SingleFamily,1916,94121
Address: 1849 23rd Avenue,2.5,4,2234,8/15/2014,1210000,37.753073,-122.481021,Central Sunset,9,SingleFamily,1938,94122
Address: 1654 Quesada Avenue,2,3,1422,8/15/2014,710000,37.733079,-122.39046,Bayview,7,SingleFamily,1927,94124
Address: 992 Portola Drive,2.5,3,1818,8/15/2014,1115000,37.741913,-122.45638,Forest Hill Extension,6,SingleFamily,1948,94127
Address: 422 Vernon Street,1,2,800,8/15/2014,750000,37.720127,-122.467781,Merced Heights,4,SingleFamily,1944,94132
Address: 999 Green Street #1704,2,2,1681,8/15/2014,2400000,37.798451,-122.415218,Russian Hill,5,Condominium,1964,94133
Address: 101 Crescent Way #2207,2,2,984,8/15/2014,550000,37.710918,-122.389238,Bayview,5,Condominium,2001,94134
Address: 300 Berry Street #821,1,2,730,8/15/2014,790000,37.77393,-122.39624,South of Market,4,Condominium,2009,94158
Address: 74 New Montgomery Street #202,2,2,1531,8/14/2014,1850000,37.787457,-122.401306,Yerba Buena,5,Condominium,1914,94105
Address: 170 King Street #507,1,1,464,8/14/2014,635000,37.77898,-122.391769,South Beach,3,Condominium,2007,94107
Address: 221 Clara Street #15,1,1,1112,8/14/2014,760000,37.778938,-122.402756,South of Market,4,Condominium,2000,94107
Address: 631 Folsom Street #15B,2,2,1054,8/14/2014,1175000,37.784714,-122.396873,Yerba Buena,5,Condominium,2009,94107
Address: 1 Daniel Burnham Court #801,1,1,879,8/14/2014,785000,37.786755,-122.4225,Van Ness - Civic Center,3,Condominium,1988,94109
Address: 3620 19th Street #3,2.5,2,1280,8/14/2014,1400500,37.760635,-122.424362,Mission,6,Condominium,2008,94110
Address: 414 Faxon Avenue,1,1,950,8/14/2014,601500,37.722159,-122.459974,Ingleside,4,SingleFamily,1924,94112
Address: 66 Aerial Way,3,4,2637,8/14/2014,1450000,37.752852,-122.46966,Golden Gate Heights,8,SingleFamily,1951,94116
Address: 988 Fulton Street #322,1,0,417,8/14/2014,450000,37.777706,-122.432348,Western Addition,5,Condominium,1999,94117
Address: 1634 22nd Avenue,1,2,1541,8/14/2014,925000,37.757155,-122.47957,Central Sunset,6,SingleFamily,1927,94122
Address: 801 Colby Street,1,2,836,8/14/2014,685000,37.720457,-122.410227,Portola,4,SingleFamily,1951,94134
Address: 301 Main Street #T21F,2,2,1307,8/13/2014,1580000,37.789333,-122.391698,South Beach,5,Condominium,2008,94105
Address: 888 7th Street #L32,1.5,1,686,8/13/2014,580000,37.770378,-122.400993,South of Market,4,Condominium,2007,94107
Address: 250 King Street #1510,1,1,822,8/13/2014,785000,37.777645,-122.39343,South of Market,3,Condominium,2004,94107
Address: 1701 Jackson Street #205,1,1,681,8/13/2014,745000,37.79343,-122.423435,Pacific Heights,3,Condominium,2001,94109
Address: 1645 Pacific Avenue #3G,2,2,1877,8/13/2014,1950000,37.794658,-122.422325,Nob Hill,6,Condominium,2014,94109
Address: 73 Leese Street,2,2,750,8/13/2014,525000,37.736319,-122.423153,Bernal Heights,4,SingleFamily,1907,94110
Address: 1370 Valencia Street #5,2,2,1338,8/13/2014,1150000,37.750943,-122.420844,Mission,5,Condominium,1986,94110
Address: 200 San Jose Avenue,2,3,1842,8/13/2014,1804000,37.751898,-122.421849,Mission,8,SingleFamily,1900,94110
Address: 266 Maynard Street,2,4,1546,8/13/2014,720000,37.729257,-122.424494,Excelsior,4,SingleFamily,1939,94112
Address: 56 Majestic Avenue,2,4,1643,8/13/2014,860000,37.717725,-122.451607,Ingleside,7,SingleFamily,1930,94112
Address: 4330 Anza Street,2,3,1320,8/13/2014,950000,37.777948,-122.494836,Outer Richmond,6,SingleFamily,1922,94121
Address: 3730 Fillmore Street,2,2,1722,8/13/2014,1775000,37.805112,-122.436821,Marina,6,Condominium,1932,94123
Address: 3456 Baker Street,3.5,4,3140,8/13/2014,4650000,37.803019,-122.446603,Marina,8,SingleFamily,1927,94123
Address: 26 Maddux Avenue,1.5,2,1118,8/13/2014,620000,37.734807,-122.398472,Silver Terrace,5,SingleFamily,1941,94124
Address: 510 Orizaba Avenue,3,3,1858,8/13/2014,860000,37.718563,-122.462452,Ingleside,7,SingleFamily,1976,94132
Address: 175 Bluxome Street #134,1,1,677,8/12/2014,525000,37.774375,-122.399585,South of Market,4,Condominium,1998,94107
Address: 10 Miller Place #2300,4,3,2400,8/12/2014,3730000,37.793228,-122.40891,Nob Hill,5,Condominium,1963,94108
Address: 99 Rotteck Street,2,4,660,8/12/2014,640000,37.731389,-122.430468,Mission Terrace,4,SingleFamily,1925,94112
Address: 186 Prague Street,2,2,1125,8/12/2014,785000,37.719261,-122.427242,Excelsior,6,SingleFamily,1930,94112
Address: 4519 B 25th Street,2,3,1450,8/12/2014,1530000,37.749124,-122.439651,Noe Valley,3,Condominium,1999,94114
Address: 244 6th Avenue,6,9,3866,8/12/2014,1850000,37.783925,-122.464164,Inner Richmond,18,Duplex,1906,94118
Address: 495 44th Avenue,1,2,1310,8/12/2014,1005000,37.779375,-122.505343,Outer Richmond,5,SingleFamily,1919,94121
Address: 638 19th Avenue #13,2,3,1490,8/12/2014,1215000,37.762084,-122.389007,Central Waterfront - Dogpatch,5,Condominium,2007,94107
Address: 75 Fairfield Way,2,3,1656,8/12/2014,1100000,37.727824,-122.463819,Mount Davidson Manor,6,SingleFamily,1938,94127
Address: 25 Turquoise Way,2,3,1420,8/12/2014,1330000,37.745259,-122.445844,Diamond Heights,6,SingleFamily,1962,94131
Address: 100 Day Street,1,2,1363,8/12/2014,1450000,37.74316,-122.42463,Noe Valley,5,Condominium,1925,94131
Address: 525 28th Street,5,4,3644,8/12/2014,3650000,37.744615,-122.434078,Noe Valley,8,SingleFamily,1910,94131
Address: 167 Vernon Street,3,5,3200,8/14/2014,825000,37.715507,-122.468288,Ingleside Heights,5,SingleFamily,1929,94132
Address: 1515 15th Street #207,2,2,968,8/11/2014,899000,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 829 Folsom Street #206,1,1,683,8/11/2014,745000,37.781155,-122.401649,Yerba Buena,3,Condominium,2010,94107
Address: 4013 Folsom Street,2.5,3,1550,8/11/2014,1500000,37.736667,-122.413324,Bernal Heights,6,SingleFamily,1908,94110
Address: 1682 Alemany Boulevard,1,2,1850,8/11/2014,900000,37.7253,-122.437142,Mission Terrace,5,SingleFamily,1929,94112
Address: 44 Diamond Street,3,2,1788,8/11/2014,2073500,37.761537,-122.437592,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1959,94114
Address: 3469 Jackson Street,2,3,2162,8/11/2014,1990000,37.790025,-122.451915,Presidio Heights,7,Condominium,1908,94118
Address: 2999 California Street #503,1,0,613,8/8/2014,560000,37.787445,-122.4435,Lower Pacific Heights,2,Condominium,1929,94115
Address: 279 St. Charles Avenue,1,2,1169,8/8/2014,600000,37.708899,-122.469014,Ingleside Heights,5,SingleFamily,1946,94132
Address: 1075 Goettingen Street,1,3,830,8/8/2014,625000,37.718822,-122.403001,Visitacion Valley,4,SingleFamily,1954,94134
Address: 425 1st Street #1004,1,1,605,8/8/2014,635000,37.786021,-122.392384,South Beach,3,Condominium,2008,94105
Address: 165 Russ Street #16,1,1,962,8/8/2014,725000,37.778156,-122.40699,South of Market,4,Condominium,2003,94103
Address: 799 La Playa Street #3,2.5,3,1600,8/8/2014,725000,37.773394,-122.510314,Outer Richmond,6,SingleFamily,1991,94121
Address: 48 Lois Lane,3,3,1850,8/8/2014,736000,37.713441,-122.398605,Little Hollywood,8,SingleFamily,1997,94134
Address: 2226 47th Avenue,3,4,2115,8/8/2014,889000,37.744919,-122.505588,Outer Parkside,8,SingleFamily,1977,94116
Address: 1543 40th Avenue,1.5,3,1350,8/8/2014,950000,37.757994,-122.499635,Outer Sunset,7,SingleFamily,1948,94122
Address: 2298 Lombard Street #202,1,1,985,8/8/2014,1099000,37.799728,-122.439133,Marina,3,Condominium,2007,94123
Address: 631 Folsom Street #11B,2,2,1054,8/8/2014,1130000,37.784714,-122.396873,Yerba Buena,5,Condominium,2009,94107
Address: 182 Riverton Drive,3,3,1500,8/8/2014,1245000,37.73115,-122.486809,Lakeshore,5,SingleFamily,1950,94132
Address: 3773 17th Street,5,4,4100,8/8/2014,2100000,37.762572,-122.42998,Eureka Valley - Dolores Heights - Castro,15,MultiFamily2To4,1878,94114
Address: 425 1st Street #2903,3,3,1928,8/8/2014,2125000,37.786064,-122.392174,South Beach,5,Condominium,2008,94105
Address: 2454 Vallejo Street,2,3,2450,8/8/2014,3000000,37.795185,-122.437705,Pacific Heights,7,Condominium,1910,94123
Address: 14 Glover Street,2.5,2,2616,8/8/2014,3115000,37.797352,-122.415704,Russian Hill,8,SingleFamily,1991,94109
Address: 188 Minna Street #23C,2.5,2,1670,8/8/2014,3150000,37.786289,-122.401375,Yerba Buena,5,Condominium,2005,94105
Address: 190 25th Avenue,6,6,3633,8/8/2014,3300000,37.786003,-122.484939,Lake,8,SingleFamily,1926,94121
Address: 2210 Vallejo Street,2,3,3045,8/8/2014,3500000,37.795671,-122.433865,Pacific Heights,7,Condominium,1913,94123
Address: 1865 Clay Street #2,2,3,1667,8/8/2014,1750000,37.791759,-122.423812,Pacific Heights,6,Condominium,1914,94109
Address: 50 Lansing Street #213,1,1,783,8/7/2014,669000,37.786148,-122.394291,South Beach,4,MultiFamily2To4,2006,94105
Address: 1515 15th Street #209,2,2,985,1/23/2015,286500,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 1713 19th Avenue,2,3,1650,8/7/2014,950000,37.755828,-122.476875,Central Sunset,5,Condominium,2001,94122
Address: 631 Folsom Street #2E,2,2,930,8/7/2014,1030000,37.784713,-122.396873,Yerba Buena,5,MultiFamily2To4,2009,94107
Address: 218 Richland Avenue,2,3,1100,3/27/2015,2160000,37.735674,-122.422485,Bernal Heights,5,SingleFamily,1900,94110
Address: 1515 15th Street #405,2,2,1113,8/7/2014,1187000,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 2439 Cabrillo Street,2,4,2990,8/7/2014,1200000,37.774156,-122.485023,Central Richmond,10,MultiFamily2To4,1927,94121
Address: 27 Divisadero Street,1.5,3,1141,8/7/2014,1385000,37.767686,-122.436744,Buena Vista Park,6,Condominium,1904,94117
Address: 86 Whitney Street,2,3,1710,8/7/2014,1875000,37.740031,-122.427894,Glen Park,8,SingleFamily,1906,94131
Address: 1990 Jefferson Street,2.5,3,1560,8/7/2014,2600000,37.804644,-122.445138,Marina,7,SingleFamily,1932,94123
Address: 1515 15th Street #201,1,1,383,8/6/2014,408500,37.766736,-122.417984,Mission,2,Condominium,2014,94103
Address: 9 Megan Drive #1,2.5,2,1210,8/6/2014,630000,37.714122,-122.398544,Little Hollywood,5,Condominium,2008,94134
Address: 539 Athens Street,2,3,1300,8/6/2014,757000,37.719334,-122.429828,Excelsior,6,SingleFamily,1925,94112
Address: 16 Jessie Street #109,2,1,989,8/6/2014,825000,37.789905,-122.398941,South Beach,3,Condominium,1906,94105
Address: 250 Los Palmos Drive,1,3,1065,8/6/2014,890000,37.736085,-122.449422,Miraloma Park,5,SingleFamily,1960,94127
Address: 1567 47th Avenue,2,3,1290,8/6/2014,910000,37.757251,-122.507108,Outer Sunset,7,SingleFamily,1947,94122
Address: 1515 15th Street #402,2,2,981,8/6/2014,925000,37.766736,-122.417984,Mission,4,Condominium,2014,94103
Address: 855 Folsom Street #933,2,2,1100,8/6/2014,950000,37.780767,-122.402142,Yerba Buena,4,Condominium,2001,94107
Address: 1204 Powhattan Avenue,3,3,2000,8/6/2014,1050000,37.741071,-122.40857,Bernal Heights,9,SingleFamily,1900,94110
Address: 2482 Bush Street,1,2,1522,8/6/2014,1260000,37.786714,-122.438095,Lower Pacific Heights,6,Condominium,1900,94115
Address: 219 Brannan Street #8A,2,2,1220,8/6/2014,1450000,37.782575,-122.390364,South Beach,4,Condominium,2000,94107
Address: 4171 24th Street,1,2,1200,8/6/2014,1850000,37.750964,-122.435539,Noe Valley,5,SingleFamily,1900,94114
Address: 2850 Divisadero Street,5,5,5400,8/6/2014,4700000,37.796056,-122.441726,Cow Hollow,15,SingleFamily,1905,94123
Address: 1515 15th Street #206,1,1,437,8/5/2014,435000,37.766736,-122.417984,Mission,2,Condominium,2014,94103
Address: 1515 15th Street #301,1,1,383,8/5/2014,450000,37.766736,-122.417984,Mission,2,Condominium,2014,94103
Address: 201 Harrison Street #606,1,0,432,8/5/2014,455000,37.787585,-122.39048,South Beach,1,Condominium,1991,94105
Address: 2077 Jackson Street #205,1,1,640,8/5/2014,683500,37.792902,-122.429119,Pacific Heights,2,SingleFamily,1959,94109
Address: 392 Polaris Way,1,3,1168,8/5/2014,770000,37.70908,-122.43977,Crocker Amazon,6,SingleFamily,1960,94112
Address: 2178 22nd Avenue,3,3,1518,12/18/2015,1438000,37.747074,-122.478867,Parkside,6,SingleFamily,1928,94116
Address: 94 Rockaway Avenue,2,3,1313,8/5/2014,995000,37.74394,-122.458732,Forest Hill Extension,5,SingleFamily,1942,94127
Address: 151 Bernard Street,1,3,920,8/5/2014,1109000,37.796094,-122.415924,Nob Hill,5,SingleFamily,1902,94109
Address: 300 Berry Street #1512,2,2,966,8/5/2014,1205000,37.77393,-122.39624,South of Market,5,Condominium,2009,94158
Address: 3729 26th Street,2,3,1800,8/5/2014,1250000,37.748503,-122.423697,Mission,8,MultiFamily2To4,1900,94110
Address: 3410 California Street #1,2,2,1225,8/5/2014,1381000,37.787059,-122.450721,Presidio Heights,4,Condominium,2006,94118
Address: 2865 Broderick Street,2,2,1265,8/5/2014,1625000,37.796795,-122.444185,Cow Hollow,5,Condominium,1910,94123
Address: 289 San Marcos Avenue,4,5,3635,8/5/2014,1785000,37.746207,-122.466943,Forest Hill,7,SingleFamily,1978,94116
Address: 45 Cervantes Boulevard #A,3,4,1956,8/5/2014,2475000,37.803205,-122.438153,Marina,7,Condominium,1927,94123
Address: 740 Bay Street,1,2,900,8/5/2014,4500000,37.805188,-122.419303,Russian Hill,5,SingleFamily,1900,94109
Address: 2186 46th Avenue,1,2,1037,8/4/2014,575000,37.745799,-122.504586,Outer Parkside,5,SingleFamily,1952,94116
